ID	Result	NatureCode
2017-005568	10	300
2017-005569	10	311
2017-005570	11	321
2017-005571	10	311
2017-005572	11	321
2017-005573	11	321
2017-005574	1	442
2017-005575	1	600
2017-005576	1	745
2017-005577	10	311
2017-005578	1	735
2017-005579	11	321
2017-005580	10	300
2017-005581	11	321
2017-005582	1	700
2017-005583	1	743
2017-005584	1	500
2017-005585	11	321
2017-005586	11	321
2017-005587	11	321
2017-005588	11	321
2017-005589	1	731
2017-005590	10	300
2017-005591	10	311
2017-005592	10	300
2017-005593	1	500
2017-005594	1	500
2017-005595	11	321
2017-005596	11	321
2017-005597	1	511
2017-005598	11	321
2017-005599	1	700
2017-005600	1	611
2017-005601	10	311
2017-005602	1	324
2017-005603	10	311
2017-005604	1	324
2017-005605	1	143
2017-005606	1	611
2017-005607	11	321
2017-005608	1	611
2017-005609	1	324
2017-005610	1	700
2017-005611	11	321
2017-005612	1	710
2017-005613	10	311
2017-005614	11	321
2017-005615	11	321
2017-005616	11	321
2017-005617	10	311
2017-005618	11	321
2017-005619	1	552
2017-005620	11	321
2017-005621	11	321
2017-005622	11	321
2017-005623	11	321
2017-005624	10	311
2017-005625	1	324
2017-005626	11	321
2017-005627	11	321
2017-005628	11	321
2017-005629	1	721
2017-005630	1	411
2017-005631	10	311
2017-005632	1	554
2017-005633	1	251
2017-005634	11	321
2017-005635	11	321
2017-005636	10	300
2017-005637	1	324
2017-005638	1	324
2017-005639	10	300
2017-005640	1	324
2017-005641	11	321
2017-005642	1000	611
2017-005643	11	321
2017-005644	1	600
2017-005645	1	324
2017-005646	11	321
2017-005647	1	324
2017-005648	10	311
2017-005649	11	321
2017-005650	10	311
2017-005651	11	321
2017-005652	1	900
2017-005653	1	911
2017-005654	11	321
2017-005655	10	300
2017-005656	11	321
2017-005657	1	324
2017-005658	11	321
2017-005659	11	321
2017-005660	10	311
2017-005661	11	321
2017-005662	1	611
2017-005663	1	743
2017-005664	1	732
2017-005665	1	324
2017-005666	11	321
2017-005667	10	311
2017-005668	11	321
2017-005669	1	154
2017-005670	1	324
2017-005671	11	321
2017-005672	10	311
2017-005673	11	321
2017-005674	10	311
2017-005675	1	611
2017-005676	1	324
2017-005677	11	321
2017-005678	11	321
2004	0	311
2017-005680	11	321
2017-005681	1	611
2017-005682	1	424
2017-005683	11	321
2017-005684	11	321
2017-005685	11	321
2017-005686	10	311
2017-005687	11	321
2017-005688	10	311
2017-005689	1	600
2017-005690	11	321
2017-005691	10	311
2017-005692	1	551
2017-005693	11	321
2017-005694	1	324
2017-005695	1	611
2017-005696	11	321
2017-005697	1	735
2017-005698	1	445
2017-005699	1	251
2017-005700	11	321
2017-005701	1	331
2017-005702	1	551
2017-005703	1	324
2017-005704	1	324
2017-005705	10	300
2017-005706	10	300
2017-005707	10	311
2017-005708	11	321
2017-005709	1	611
2017-005710	11	321
2017-005711	10	311
2017-005712	1	554
2017-005713	1000	600
2017-005714	1	745
2017-005715	11	321
2017-005716	1	554
2017-005717	11	321
2017-005718	11	321
2017-005719	1	324
2017-005720	1	324
2017-005721	10	300
2017-005722	1	700
2017-005723	1	622
2017-005724	10	311
2017-005725	10	311
2017-005726	11	321
2017-005727	1	323
2017-005728	11	321
2017-005729	11	321
2017-005730	1	324
2017-005731	1	531
2017-005732	10	300
2017-005733	10	311
2017-005734	11	321
2017-005735	11	321
2017-005736	11	321
2017-005737	11	321
2017-005738	10	300
2017-005739	1	622
2017-005740	1	600
2017-005741	11	321
2017-005742	11	321
2017-005743	11	321
2017-005744	11	321
2017-005745	10	311
2017-005746	1	622
2017-005747	11	321
2017-005748	11	321
2017-005749	10	300
2017-005750	1	600
2017-005751	10	300
2017-005752	10	311
2017-005753	11	321
2017-005754	11	321
2017-005755	1	611
2017-005756	11	321
2017-005757	10	300
2017-005758	10	300
2017-005759	10	311
2017-005760	10	300
2017-005761	11	321
2017-005762	1	743
2017-005763	1	554
2017-005764	1000	622
2017-005765	11	321
2017-005766	11	321
2017-005767	1	500
2017-005768	1	551
2017-005769	11	321
A NORTHEAST 42ND AVENUE"	0	321
2017-005771	11	321
2017-005772	11	321
2017-005773	11	321
2017-005774	1	324
2017-005775	10	311
2017-005776	1	743
2017-005777	10	311
2017-005778	10	311
2017-005779	10	311
2017-005780	1	745
2017-005781	11	321
2017-005782	1	743
2017-005783	11	321
2017-005784	10	311
2017-005785	1	561
2017-005786	1	324
2017-005787	1000	911
2017-005788	11	321
2017-005789	11	321
2017-005790	11	321
2017-005791	10	311
2017-005792	11	321
2017-005793	11	321
2017-005794	10	300
2017-005795	1	324
2017-005796	1	600
2017-005797	10	300
2017-005798	1	611
2017-005799	1	611
2017-005800	10	311
2017-005801	1	611
2017-005802	10	311
2017-005803	10	311
2017-005804	11	321
2017-005805	1	350
2017-005806	11	321
2017-005807	1	324
2017-005808	10	311
2017-005809	1	324
2017-005810	1	622
2017-005811	1	611
2017-005812	10	311
2017-005813	11	321
2017-005814	11	321
2017-005815	1	622
2017-005816	1	324
2017-005817	10	300
2017-005818	1	730
2017-005819	1	324
2017-005820	1	324
2017-005821	11	321
2017-005822	11	321
2017-005823	1	713
2017-005824	1113	111
2017-005825	11	321
2017-005826	11	321
2017-005827	10	311
2017-005828	10	311
2017-005829	1	324
2017-005830	11	321
2017-005831	1	622
2017-005832	1	131
2017-005833	1	611
2017-005834	1	743
2017-005835	1	151
2017-005836	10	311
2017-005837	1	442
2017-005838	1	511
2017-005839	11	321
2017-005840	11	321
2017-005841	1	733
2017-005842	1	740
2017-005843	1	324
2017-005844	11	321
2017-005845	1	745
2017-005846	11	321
2017-005847	1	740
2017-005848	1	733
2017-005849	11	321
2017-005850	10	300
2017-005851	11	321
2017-005852	10	300
2017-005853	1	600
2017-005854	11	321
2017-005855	1	735
2017-005856	1	600
2017-005857	11	321
2017-005858	1	611
2017-005859	1	735
2017-005860	11	321
2017-005861	10	311
2017-005862	1	733
2017-005863	1	324
2017-005864	1	735
2017-005865	10	300
2017-005866	1	600
2017-005867	10	300
2017-005868	1	730
2017-005869	11	321
2017-005870	11	321
2017-005871	10	300
2017-005872	1	552
2017-005873	1	322
2017-005874	1	911
2017-005875	11	321
2017-005876	1	735
2017-005877	11	321
2017-005878	1	324
2017-005879	11	321
2017-005880	11	321
2017-005881	1	611
2017-005882	11	321
2017-005883	1	733
2017-005884	10	300
2017-005885	1	554
2017-005886	10	311
2017-005887	11	321
2017-005888	10	300
2017-005889	1	412
2017-005890	1	324
2017-005891	10	311
2017-005892	11	321
2017-005893	1	715
2017-005894	1	745
2017-005895	1	736
2017-005896	11	321
2017-005897	1	715
2017-005898	10	300
2017-005899	11	321
2017-005900	1000	611
2017-005901	1	353
2017-005902	11	321
2017-005903	10	311
2017-005904	1	611
2017-005905	10	300
2017-005906	10	311
2017-005907	1	733
2017-005908	11	321
2017-005909	1	740
2017-005910	11	321
2017-005911	11	321
2017-005912	10	311
2017-005913	1	611
2017-005914	11	321
2017-005915	10	311
2017-005916	11	321
2017-005917	1	611
2017-005918	1	324
2017-005919	1	100
2017-005920	1	324
2017-005921	11	321
2017-005922	11	321
2017-005923	11	321
2017-005924	1	324
2017-005925	11	321
2017-005926	11	321
2017-005927	11	321
2017-005928	11	321
2017-005929	11	321
2017-005930	10	311
2017-005931	1	600
2017-005932	1	551
2017-005933	10	300
2017-005934	1	162
2017-005935	1	324
2017-005936	11	321
2017-005937	1	600
2017-005938	1	251
2017-005939	1	745
2017-005940	11	321
2017-005941	11	321
2017-005942	11	321
2017-005943	11	321
2017-005944	11	321
2017-005945	11	321
2017-005946	11	321
2017-005947	1010	321
2017-005948	1	324
2017-005949	1	140
2017-005950	11	321
2017-005951	1	324
2017-005952	1	710
2017-005953	1	324
2017-005954	11	321
2017-005955	1	611
2017-005956	1	740
2017-005957	1	745
2017-005958	11	321
2017-005959	10	311
2017-005960	11	321
2017-005961	1	412
2017-005962	1	324
2017-005963	1	322
2017-005964	10	300
2017-005965	11	321
2017-005966	10	300
2017-005967	11	321
2017-005968	11	321
2017-005969	10	300
2017-005970	1	511
2017-005971	1	324
2017-005972	1	746
2017-005973	1	324
2017-005974	11	321
2017-005975	1	622
2017-005976	1	324
2017-005977	1	100
2017-005978	1	611
2017-005979	1	324
2017-005980	10	311
2017-005981	1	324
2017-005982	10	311
2017-005983	11	321
2017-005984	1	324
2017-005985	11	321
2017-005986	11	321
2017-005987	1	151
2017-005988	11	321
2017-005989	10	311
2017-005990	1000	611
2017-005991	11	321
2017-005992	1	324
2017-005993	1	322
2017-005994	1	324
2017-005995	1	600
2017-005996	1	324
2017-005997	11	321
2017-005998	10	311
2017-005999	1	324
2017-006000	11	321
2017-006001	1	324
2017-006002	11	321
2017-006003	11	321
2017-006004	1	324
2017-006005	11	321
2017-006006	1	700
2017-006007	1	611
2017-006008	1	551
2017-006009	1	324
2017-006010	1	400
2017-006011	1	131
2017-006012	1000	324
2017-006013	1	611
2017-006014	10	311
2017-006015	10	311
2017-006016	1	324
2017-006017	11	321
2017-006018	1	500
2017-006019	1	445
2017-006020	11	321
2017-006021	1	322
2017-006022	10	311
2017-006023	1	324
2017-006024	11	321
2017-006025	1	554
2017-006026	10	311
2017-006027	1	324
2017-006028	11	321
2017-006029	11	321
2017-006030	10	300
2017-006031	10	311
2017-006032	11	321
2017-006033	10	311
2017-006034	11	321
2017-006035	11	321
2017-006036	1	324
2017-006037	1	324
2017-006038	10	311
2017-006039	11	321
2017-006040	11	321
2017-006041	11	321
2017-006042	10	311
2017-006043	11	321
2017-006044	10	311
2017-006045	11	321
2017-006046	1	721
2017-006047	1	322
2017-006048	11	321
2017-006049	11	321
2017-006050	1	324
2017-006051	1	324
2017-006052	11	321
2017-006053	11	321
2017-006054	1	324
2017-006055	1	324
2017-006056	11	321
2017-006057	1	600
2017-006058	1	324
2017-006059	1	324
2017-006060	11	321
2017-006061	1	324
2017-006062	11	321
2017-006063	1	611
2017-006064	1	700
2017-006065	11	321
2017-006066	11	321
2017-006067	1	324
2017-006068	10	311
2017-006069	10	300
2017-006070	10	311
2017-006071	1	324
2017-006072	11	321
2017-006073	11	321
2017-006074	11	321
2017-006075	1	671
2017-006076	11	321
2017-006077	1	554
2017-006078	11	321
2017-006079	1	324
2017-006080	11	321
2017-006081	1	322
2017-006082	1	324
2017-006083	10	311
2017-006084	1	511
2017-006085	1	561
2017-006086	11	321
2017-006087	11	321
2017-006088	10	300
2017-006089	1	324
2017-006090	1	324
2017-006091	1	324
2017-006092	10	311
2017-006093	1	324
2017-006094	1	324
2017-006095	10	311
2017-006096	1	324
2017-006097	10	311
2017-006098	10	311
2017-006099	10	300
2017-006100	11	321
2017-006101	1	511
2017-006102	1	324
2017-006103	11	321
2017-006104	1	324
2017-006105	1	324
2017-006106	11	321
2017-006107	10	311
2017-006108	1	731
2017-006109	1	611
2017-006110	1	324
2017-006111	11	321
2017-006112	1	323
2017-006113	11	321
2017-006114	11	321
2017-006115	1	745
2017-006116	1	324
2017-006117	1	150
2017-006118	11	321
2017-006119	11	321
2017-006120	11	321
2017-006121	1	611
2017-006122	1	324
2017-006123	1	324
2017-006124	11	321
2017-006125	1	745
2017-006126	1	511
2017-006127	1	611
2017-006128	11	321
2017-006129	11	321
2017-006130	1	550
2017-006131	11	321
2017-006132	1	600
2017-006133	11	321
2017-006134	1	611
2017-006135	11	321
2017-006136	10	311
2017-006137	1	131
2017-006138	11	321
2017-006139	10	311
2017-006140	11	321
2017-006141	11	321
2017-006142	11	321
2017-006143	11	321
2017-006144	11	321
2017-006145	11	321
2017-006146	11	321
2017-006147	11	321
2017-006148	11	321
2017-006149	1	733
2017-006150	1	600
2017-006151	11	321
2017-006152	1	323
2017-006153	1	324
2017-006154	1	322
2017-006155	1	730
2017-006156	11	321
2017-006157	10	311
2017-006158	11	321
2017-006159	11	321
2017-006160	10	311
2017-006161	10	311
2017-006162	1	322
2017-006163	1	323
2017-006164	1	561
2017-006165	1010	321
2017-006166	11	321
2017-006167	11	321
2017-006168	11	321
2017-006169	1	324
2017-006170	1	600
2017-006171	10	300
2017-006172	11	321
2017-006173	1	511
2017-006174	11	321
2017-006175	11	321
2017-006176	10	311
2017-006177	10	311
2017-006178	11	321
2017-006179	1	324
2017-006180	11	321
2017-006181	1	445
2017-006182	1	611
2017-006183	1	324
2017-006184	10	300
2017-006185	1	445
2017-006186	1	324
2017-006187	1	741
2017-006188	11	321
2017-006189	1	324
2017-006190	1	324
2017-006191	1	622
2017-006192	10	311
2017-006193	1	324
2017-006194	1	251
2017-006195	11	321
2017-006196	10	311
2017-006197	1	531
2017-006198	10	311
2017-006199	11	321
2017-006200	1	160
2017-006201	11	321
2017-006202	11	321
2017-006203	1	641
2017-006204	11	321
2017-006205	1	400
2017-006206	1	611
2017-006207	1	463
2017-006208	1	650
2017-006209	1	600
2017-006210	11	321
2017-006211	11	321
2017-006212	10	311
2017-006213	1	100
2017-006214	10	311
2017-006215	10	311
2017-006216	1	322
2017-006217	1	611
2017-006218	1000	322
2017-006219	1	520
2017-006220	11	321
2017-006221	11	321
2017-006222	10	300
2017-006223	10	311
2017-006224	10	311
2017-006225	11	321
2017-006226	11	321
2017-006227	1	611
2017-006228	11	321
2017-006229	1	324
2017-006230	11	321
2017-006231	1	324
2017-006232	10	300
2017-006233	10	311
2017-006234	1	251
2017-006235	1	622
2017-006236	11	321
2017-006237	1	522
2017-006238	1	600
2017-006239	1	324
2017-006240	10	311
2017-006241	1	412
2017-006242	11	321
2017-006243	11	321
2017-006244	1	500
2017-006245	1	324
2017-006246	1	611
2017-006247	10	300
2017-006248	10	300
2017-006249	1	142
2017-006250	1	611
2017-006251	11	321
2017-006252	1	445
2017-006253	11	321
2017-006254	10	311
2017-006255	1	600
2017-006256	11	321
2017-006257	11	321
2017-006258	1	324
2017-006259	1	741
2017-006260	1	324
2017-006261	11	321
2017-006262	1	324
2017-006263	10	300
2017-006264	1	324
2017-006265	1	500
2017-006266	1	600
2017-006267	1	323
2017-006268	1	600
2017-006269	1	743
2017-006270	1	324
2017-006271	10	311
2017-006272	11	321
2017-006273	1	322
2017-006274	11	321
2017-006275	11	321
2017-006276	1	324
2017-006277	1	131
2017-006278	1	324
2017-006279	10	311
2017-006280	10	311
2017-006281	10	311
2017-006282	1	500
2017-006283	11	321
2017-006284	11	321
2017-006285	10	311
2017-006286	11	321
2017-006287	10	300
2017-006288	11	321
2017-006289	1	740
2017-006290	11	321
2017-006291	1	611
2017-006292	1	741
2017-006293	1	324
2017-006294	11	321
2017-006295	1	131
2017-006296	1	324
2017-006297	11	321
2017-006298	10	300
2017-006299	11	321
2017-006300	1	324
2017-006301	1	510
2017-006302	1	324
2017-006303	10	300
2017-006304	11	321
2017-006305	10	311
2017-006306	1	324
2017-006307	1	324
2017-006308	11	321
2017-006309	11	321
2017-006310	11	321
2017-006311	1	324
2017-006312	1	324
2017-006313	11	321
2017-006314	11	321
2017-006315	1	324
2017-006316	1	324
2017-006317	11	321
2017-006318	1	324
2017-006319	1	511
2017-006320	11	321
2017-006321	10	300
2017-006322	11	321
2017-006323	1	324
2017-006324	11	321
2017-006325	10	311
2017-006326	10	300
1978 SOUTHEAST LADD AVENUE"	0	251
2017-006328	11	321
2017-006329	1	622
2017-006330	1	324
2017-006331	1	621
2017-006332	10	300
2017-006333	11	321
2017-006334	10	311
2017-006335	11	321
2017-006336	1	611
2017-006337	10	311
2017-006338	11	321
2017-006339	1	324
2017-006340	11	321
2017-006341	1	611
2017-006342	10	311
2017-006343	11	321
2017-006344	1	324
2017-006345	1	412
2017-006346	1	324
2017-006347	11	321
2017-006348	1	322
2017-006349	1	322
2017-006350	1	611
2017-006351	11	321
2017-006352	10	300
2017-006353	1	324
2017-006354	1	324
2017-006355	1	600
2017-006356	1	444
2017-006357	1	713
2017-006358	11	321
2017-006359	1	323
2017-006360	10	300
A NORTHEAST 42ND AVENUE"	0	321
2017-006362	1000	611
2017-006363	1	510
2017-006364	1	700
2017-006365	11	321
2017-006366	1	600
2017-006367	11	321
2017-006368	1	324
2017-006369	11	321
2017-006370	10	311
2017-006371	1	324
2017-006372	1113	111
2017-006373	11	321
2017-006374	11	321
2017-006375	1	324
2017-006376	1	622
2017-006377	11	321
2017-006378	10	300
2017-006379	11	321
2017-006380	1	324
2017-006381	11	321
2017-006382	1	622
2017-006383	11	321
2017-006384	1	600
2017-006385	1	553
2017-006386	1	745
2017-006387	1	745
2017-006388	1	700
2017-006389	11	321
2017-006390	1	611
2017-006391	1	324
2017-006392	1	331
2017-006393	10	311
2017-006394	10	311
2017-006395	1	611
2017-006396	10	311
2017-006397	1	551
2017-006398	11	321
2017-006399	1	500
2017-006400	11	321
2017-006401	1	444
2017-006402	1	600
2017-006403	1	600
2017-006404	1	500
2017-006405	10	311
2017-006406	1	611
2017-006407	11	321
2017-006408	10	300
2017-006409	11	321
2017-006410	11	321
2017-006411	11	321
2017-006412	1	324
2017-006413	1	324
2017-006414	10	311
2017-006415	11	321
2017-006416	11	321
2017-006417	1	251
2017-006418	1	622
2017-006419	10	311
2017-006420	1	324
2017-006421	11	321
2017-006422	1	251
2017-006423	1	324
2017-006424	11	321
2017-006425	11	321
2017-006426	10	311
2017-006427	10	311
2017-006428	1	745
2017-006429	11	321
2017-006430	11	321
2017-006431	11	321
2017-006432	1	324
2017-006433	1	611
2017-006434	1	151
2017-006435	10	311
2017-006436	11	321
2017-006437	1	324
2017-006438	1	324
2017-006439	1	324
2017-006440	10	311
2017-006441	10	300
2017-006442	10	311
2017-006443	11	321
2017-006444	1	324
2017-006445	11	321
2017-006446	11	321
2017-006447	1	551
2017-006448	10	311
2017-006449	10	311
2017-006450	11	321
2017-006451	1	744
2017-006452	10	311
2017-006453	11	321
2017-006454	1	324
2017-006455	1	611
2017-006456	1	324
2017-006457	11	321
2017-006458	1000	324
2017-006459	11	321
2017-006460	1	324
2017-006461	11	321
2017-006462	1	324
2017-006463	11	321
2017-006464	10	311
2017-006465	1	600
2017-006466	11	321
2017-006467	1	600
2017-006468	1	251
2017-006469	1	611
2017-006470	1	611
2017-006471	11	321
2017-006472	10	300
2017-006473	11	321
2017-006474	11	321
2017-006475	1	745
2017-006476	10	300
2017-006477	1	322
2017-006478	1	740
2017-006479	11	321
2017-006480	1	322
2017-006481	1	142
2017-006482	10	311
2017-006483	11	321
2017-006484	11	321
2017-006485	11	321
2017-006486	1	743
2017-006487	1	746
2017-006488	1	500
2017-006489	11	321
2017-006490	1	142
2017-006491	11	321
2017-006492	11	321
2017-006493	1	324
2017-006494	1	324
2017-006495	11	321
2017-006496	1	441
2017-006497	1	510
2017-006498	11	321
2017-006499	11	321
2017-006500	1	322
2017-006501	1	324
2017-006502	11	321
2017-006503	11	321
2017-006504	1	324
2017-006505	11	321
2017-006506	11	321
2017-006507	11	321
2017-006508	1	143
2017-006509	10	300
2017-006510	11	321
2017-006511	1	740
2017-006512	1	324
2017-006513	1	700
2017-006514	10	300
2017-006515	1	324
2017-006516	1	710
2017-006517	10	311
2017-006518	1	324
2017-006519	11	321
2017-006520	1	412
2017-006521	11	321
2017-006522	1	331
2017-006523	1000	611
2017-006524	10	300
2017-006525	1	531
2017-006526	1	745
2017-006527	1	324
2017-006528	10	311
2017-006529	1	611
2017-006530	1	561
2017-006531	1	552
2017-006532	1	324
2017-006533	1	531
2017-006534	10	311
2017-006535	1	324
2017-006536	1000	324
2017-006537	1113	111
2017-006538	11	321
2017-006539	1	622
2017-006540	11	321
2017-006541	1	744
2017-006542	11	321
2017-006543	1	531
2017-006544	1	611
2017-006545	1	700
2017-006546	1	600
2017-006547	10	300
2017-006548	11	321
2017-006549	11	321
2017-006550	11	321
2017-006551	11	321
2017-006552	1	735
2017-006553	11	321
2017-006554	11	321
2017-006555	11	321
2017-006556	1	611
2017-006557	1	324
2017-006558	1	324
2017-006559	11	321
2017-006560	1	324
2017-006561	10	311
2017-006562	1	550
2017-006563	1	745
2017-006564	1	700
2017-006565	11	321
2017-006566	1	611
2017-006567	11	321
2017-006568	1	600
2017-006569	11	321
2017-006570	10	311
2017-006571	1	324
2017-006572	11	321
2017-006573	11	321
2017-006574	1	322
2017-006575	1	622
2017-006576	11	321
2017-006577	11	321
2017-006578	11	321
2017-006579	1	400
2017-006580	11	321
2017-006581	11	321
2017-006582	11	321
2017-006583	11	321
2017-006584	1113	111
2017-006585	11	321
2017-006586	1	551
2017-006587	1	131
2017-006588	10	311
2017-006589	11	321
2017-006590	10	311
2017-006591	1010	321
2017-006592	10	311
2017-006593	11	321
2017-006594	1	611
2017-006595	10	311
2017-006596	11	321
2017-006597	11	321
2017-006598	1	622
2017-006599	1	324
2017-006600	1	324
2017-006601	1	733
2017-006602	11	321
2017-006603	11	321
2017-006604	1010	321
2017-006605	11	321
2017-006606	10	300
2017-006607	1	622
2017-006608	11	321
2017-006609	10	300
2017-006610	10	300
2017-006611	1	510
2017-006612	1	353
2017-006613	10	300
2017-006614	11	321
2017-006615	10	300
2017-006616	1	622
2017-006617	10	300
2017-006618	1	551
2017-006619	1	611
2017-006620	1	500
2017-006621	1	735
2017-006622	10	311
2017-006623	11	321
2017-006624	1	324
2017-006625	10	311
2017-006626	1113	111
2017-006627	1	735
2017-006628	11	321
2017-006629	1	622
2017-006630	11	321
2017-006631	11	321
2017-006632	1	733
2017-006633	10	311
2017-006634	11	321
2017-006635	1	151
2017-006636	1	323
2017-006637	1	611
2017-006638	1	736
2017-006639	11	321
2017-006640	1	324
2017-006641	11	321
2017-006642	1	160
2017-006643	10	300
2017-006644	10	311
2017-006645	1	736
2017-006646	1	611
2017-006647	1010	321
2017-006648	10	311
2017-006649	10	311
2017-006650	1	730
2017-006651	1	740
2017-006652	1	611
2017-006653	1	611
2017-006654	1	324
2017-006655	1	735
2017-006656	1	531
2017-006657	1	411
2017-006658	11	321
A NORTHEAST 42ND AVENUE"	0	300
2017-006660	10	311
2017-006661	1	324
2017-006662	11	321
2017-006663	1	611
2017-006664	1	324
2017-006665	11	321
2017-006666	11	321
2017-006667	1	611
2017-006668	11	321
2017-006669	1	323
2017-006670	1	324
2017-006671	1	622
2017-006672	10	311
2017-006673	1	324
2017-006674	1	324
2017-006675	1	554
2017-006676	1	324
2017-006677	1	552
2017-006678	11	321
2017-006679	10	311
2017-006680	1	511
2017-006681	1	324
2017-006682	1	324
2017-006683	1	324
2017-006684	1	500
2017-006685	1113	112
2017-006686	11	321
2017-006687	1	411
2017-006688	1	324
2017-006689	1	324
2017-006690	1	735
2017-006691	1	622
2017-006692	1	324
2017-006693	1	324
2017-006694	10	300
2017-006695	1	324
2017-006696	1	324
2017-006697	11	321
2017-006698	1	322
2017-006699	11	321
2017-006700	10	300
2017-006701	10	300
2017-006702	10	300
2017-006703	11	321
2017-006704	11	321
2017-006705	1	251
2017-006706	1	740
2017-006707	11	321
2017-006708	10	300
2017-006709	10	311
2017-006710	1	251
2017-006711	1	740
2017-006712	1	550
2017-006713	10	300
2017-006714	11	321
2017-006715	1	322
2017-006716	11	321
2017-006717	1	132
2017-006718	1	671
2017-006719	1	511
2017-006720	11	321
2017-006721	10	311
2017-006722	1	131
2017-006723	10	311
2017-006724	1	142
2017-006725	10	311
2017-006726	1	611
2017-006727	11	321
2017-006728	11	321
2017-006729	10	300
2017-006730	11	321
2017-006731	11	321
2017-006732	11	321
2017-006733	1	323
2017-006734	1	611
2017-006735	10	311
2017-006736	1	324
2017-006737	11	321
2017-006738	1	611
2017-006739	10	311
2017-006740	11	321
2017-006741	11	321
2017-006742	10	311
2017-006743	11	321
2017-006744	11	321
2017-006745	1	411
2017-006746	1010	321
2017-006747	1	141
2017-006748	1000	611
2017-006749	11	321
2017-006750	11	321
2017-006751	11	321
2017-006752	10	311
2017-006753	10	300
2017-006754	11	321
2017-006755	1	611
2017-006756	1	600
2017-006757	10	300
2017-006758	11	321
2017-006759	1	324
2017-006760	1	463
2017-006761	11	321
2017-006762	1	611
2017-006763	1010	321
2017-006764	1	553
2017-006765	10	311
2017-006766	10	311
2017-006767	1	131
2017-006768	1	511
2017-006769	1	554
2017-006770	11	321
2017-006771	1	611
2017-006772	1	324
2017-006773	1	324
2017-006774	1	714
2017-006775	11	321
2017-006776	1	700
2017-006777	11	321
2017-006778	11	321
2017-006779	11	321
2017-006780	11	321
2017-006781	1	621
2017-006782	1	745
2017-006783	11	321
2017-006784	11	321
2017-006785	11	321
2017-006786	1000	611
2017-006787	1	622
2017-006788	11	321
2017-006789	1	324
2017-006790	11	321
2017-006791	1	324
2017-006792	1	500
2017-006793	10	311
2017-006794	10	300
2017-006795	11	321
2017-006796	1	324
2017-006797	10	311
2017-006798	1	611
2017-006799	10	311
2017-006800	1	131
2017-006801	11	321
2017-006802	11	321
2017-006803	1	611
2017-006804	11	321
2017-006805	1	611
2017-006806	11	321
2017-006807	1	600
2017-006808	1	510
2017-006809	10	311
2017-006810	11	321
2017-006811	1	324
2017-006812	11	321
2017-006813	1	324
2017-006814	11	321
2017-006815	11	321
2017-006816	1	442
2017-006817	11	321
2017-006818	10	311
2017-006819	1	745
2017-006820	1	324
2017-006821	1	324
2017-006822	11	321
2017-006823	10	300
2017-006824	1	324
2017-006825	11	321
2017-006826	10	311
2017-006827	1	611
2017-006828	10	311
2017-006829	1	551
2017-006830	1	611
2017-006831	11	321
2017-006832	1	324
2017-006833	1	600
2017-006834	1	324
2017-006835	1	324
2017-006836	1	324
2017-006837	1	743
2017-006838	1	324
2017-006839	11	321
2017-006840	11	321
2017-006841	1	142
2017-006842	1	733
2017-006843	11	321
2017-006844	1	324
2017-006845	11	321
2017-006846	11	321
2017-006847	10	300
2017-006848	10	311
2017-006849	1	251
2017-006850	11	321
2017-006851	1	331
2017-006852	1	412
2017-006853	11	321
2017-006854	11	321
2017-006855	11	321
2017-006856	1	622
2017-006857	1	611
2017-006858	1	463
2017-006859	1	251
2017-006860	10	300
2017-006861	11	321
2017-006862	1	323
2017-006863	1	324
2017-006865	11	321
2017-006864	10	300
2017-006866	10	311
2017-006867	11	321
2017-006868	1010	321
2017-006869	11	321
2017-006870	10	311
2017-006871	1	611
2017-006872	1	735
2017-006873	1	444
2017-006874	1	735
2017-006875	11	321
2017-006876	1	324
2017-006877	11	321
2017-006878	10	311
2017-006879	11	321
2017-006880	1	741
2017-006881	1	743
2017-006882	1	324
2017-006883	1	731
2017-006884	1	324
2017-006885	11	321
2017-006886	11	321
2017-006887	1	600
2017-006888	11	321
2017-006889	1	143
2017-006890	1000	324
2017-006891	1	324
2017-006892	11	321
2017-006893	11	321
2017-006894	11	321
2017-006895	11	321
2017-006896	11	321
2017-006897	1	324
2017-006898	10	311
2017-006899	1	511
2017-006900	11	321
2017-006901	10	311
2017-006902	11	321
2017-006903	10	311
2017-006904	1	622
2017-006905	1	740
2017-006906	1	911
2017-006907	11	321
2017-006908	1	550
2017-006909	11	321
2017-006910	1	322
2017-006911	1	324
2017-006912	1	324
2017-006913	1	671
2017-006914	1	553
2017-006915	11	321
2017-006916	11	321
2017-006917	1	322
2017-006918	10	311
2017-006919	11	321
2017-006920	1	324
2017-006921	1	611
2017-006922	11	321
2017-006923	11	321
2017-006924	1	713
2017-006925	11	321
2017-006926	1	444
2017-006927	11	321
2017-006928	1	324
2017-006929	1	324
2017-006930	11	321
2017-006931	11	321
2017-006932	11	321
2017-006933	10	300
2017-006934	1	621
2017-006935	1	324
2017-006936	10	311
2017-006937	1	324
2017-006938	10	311
2017-006939	10	300
2017-006940	1	324
2017-006941	1	324
2017-006942	11	321
2017-006943	11	321
2017-006944	11	321
2017-006945	1	611
2017-006946	10	300
2017-006947	10	311
2017-006948	11	321
2017-006949	1	735
2017-006950	10	311
2017-006951	11	321
2017-006952	1	733
2017-006953	1	324
2017-006954	1	118
2017-006955	11	321
2017-006956	1	600
2017-006957	10	300
